peril		危險
nostril		鼻孔
rim		邊緣
brim		(茶杯)邊緣
grim		嚴厲
trim		修剪
pilgrim		朝聖
rip		裂開
drip		滴下
grip		牢牢抓住
trip		旅行
strip		剝
merit		優點
inherit		繼承
army		軍隊
stormy		暴風雨的









